cleaned,complaint,not_complaint,username,tweet,date,kmeans_umap,kmeans_flair,kmeans_pca,dbscan_umap,dbscan_flair,dbscan_pca
sinergi,0.0,1.0,jurnalpatrolin1,Sinergi KoinWorks,2020-04-22,0,4,0,-1,-1,0
asetku cover persen ya mas,0.0,1.0,munimunch,Asetku koinworks cover berapa persen ya mas?,2020-04-22,0,0,0,-1,-1,0
thank you lho infonya cari invest pakai modalnya nggak mesti uangme coba uangme,0.0,1.0,nikenari,Thank you lho buat infonya. Kebetulan lagi cari cara invest lain. Sebelumnya aku pakai Koinworks karena modalnya nggak mesti sebanyak uangme. Tapi bulan ini lagi mau coba uangme.,2020-04-19,0,0,0,-1,-1,25
nanya kl permohonan pinjaman sudah dlm antrian brp lg k proses tawaran kontrak proses pendanaan pencairan,1.0,0.0,erha_kuswandi,"@koinworks boleh nanya yaa 

Kl permohonan pinjaman sudah dlm antrian, biasanya brp lama lg k proses selanjutnya ?
- tawaran 
- kontrak 
- proses pendanaan 
- pencairan...",2020-04-18,0,0,0,-1,-1,0
nih gimana sih pengajuan dah pemeriksaan dokumen ga gini dapet email msh antrean ko bgt,0.0,1.0,iinsuzhar25,@koinworks nih gimana sih pengajuan saya dah mau 1 bulan masih dalam pemeriksaan dokumen aja ga jelas gini dapet email msh dalam antrean. Ko lama bgt,2020-04-18,0,0,0,-1,-1,0
gak gak berani,0.0,1.0,sastrogozali,@koinworks ini sama sekali gak dijawab atau gak berani jawab?,2020-04-17,0,0,0,-1,-1,0
moga acc tambahin modal,0.0,1.0,solihin63490982,@koinworks moga di ACC buat tambahin modal,2020-04-15,0,0,0,-1,-1,0
peer to peer lending elo rentenir digital dimana platform asetku bertindak perantara makelar prinsip dasar investasi high risk high income potensi platform ancur duit mengendap,0.0,1.0,robbywl,"Peer To Peer lending, elo jadi rentenir digital dimana platform seperti asetku atau koinworks bertindak sebagai perantara atau makelar aja. Prinsip dasar investasi, high risk = high income. Jadi potensi platform ini ancur dan duit mengendap itu tinggi banget.",2020-04-15,0,4,0,-1,-1,0
klo dipake modal usaha sih bs pake,0.0,1.0,cuuppyy,Klo dipake modal usaha sih bs pake koinworks,2020-04-14,0,0,0,-1,-1,0
peer to peer landing jid ky igrow investree gitu,0.0,1.0,raihanfdaus,"Peer to peer landing jid ky iGrow, KoinWorks, investree gitu",2020-04-10,0,1,0,-1,-1,0
udah invest hr ngga mengecewakan npl portfolio pribadi,0.0,1.0,ariostark,Udah 3 tahun invest di Koinworks sampai hr ini ngga mengecewakan. NPL portfolio pribadi masih <3%.,2020-04-09,0,0,0,-1,-1,0
so far uangme bagus aman nyoba,0.0,1.0,selphieusagi,"So far UangMe bagus dan aman.
KoinWorks baru mau nyoba.",2020-04-09,0,0,0,-1,-1,0
teh kalo ga salah mesti nunggu kekumpul yah si dana nya bisa diputerin,1.0,0.0,uelule,Koinworks teh kalo ga salah mesti nunggu kekumpul dulu yah si dana nya baru bisa diputerin?,2020-04-08,0,0,0,-1,-1,0
terima kasih dukunganmu indonesia bisa membangun test kit covid,0.0,1.0,goldencucumber1,Terima kasih atas dukunganmu Koinworks!! Indonesia PASTI BISA membangun Test Kit Covid-19,2020-04-07,0,0,0,-1,-1,0
terima kasih dukunganmu indonesia bisa membangun test kit covid,0.0,1.0,goldencucumber1,Terima kasih atas dukunganmu Koinworks!! Indonesia PASTI BISA membangun Test Kit Covid-19,2020-04-07,0,0,0,-1,-1,0
mayan anjir alias suka riba,0.0,1.0,joshuasuu,mayan ternyata koinworks anjir alias aku suka riba,2020-04-07,0,0,0,-1,-1,0
ya kirimkan email inbox ya,1.0,0.0,calvinmdewilde,"ya, saya kirimkan email ke inbox ya",2020-04-07,0,0,0,-1,-1,0
adakah kebijakan penangguhan pembayaran,0.0,1.0,aguszdinggo,Adakah kebijakan penangguhan pembayaran di koinworks,2020-04-06,0,4,0,-1,-1,0
email income maret email januari februari data bisa disediakan kw,0.0,1.0,calvinmdewilde,"@koinworks saya mendapatkan email mengenai income saya bulan maret, tapi saya belum pernah mendapatkan email serupa di bulan januari dan februari, apakah data tersebut bisa disediakan oleh KW?",2020-04-06,0,4,0,-1,-1,0
admin,0.0,1.0,kazulyne,Baik admin,2020-04-04,0,0,0,-1,-1,0
terima kasih dukunganmu testing indonesia bisa membangun test kit covid,0.0,1.0,goldencucumber1,Terima kasih atas dukunganmu Koinworks Testing!! Indonesia PASTI BISA membangun Test Kit Covid-19,2020-04-04,0,0,0,-1,-1,0
blum beres dmnya,0.0,1.0,djr18ud,Yang saya blum beres dmnya,2020-04-03,0,0,0,-1,-1,0
baca dm min,1.0,0.0,noorman31,Baca dm saya min,2020-04-03,4,0,0,-1,-1,0
hai menerima tlp duga milik ada nama mutsaqqoful fikri,0.0,1.0,kazulyne,"@koinworks hai, saya menerima tlp dari 021 2932 3996 yang di duga milik Koinworks. Apakah ada yang diperlukan dengan saya? atas nama Mutsaqqoful Fikri.",2020-04-03,0,0,0,-1,-1,0
trimakasih tertipu,0.0,1.0,koniwatour,Trimakasih kita Hampir tertipu .....,2020-04-01,0,0,0,-1,-1,0
paper id dg institusi finansial terkemuka indonesia modalku investree produk terbaru paper finance solution bikinnagihdarirumah,0.0,1.0,desty007,"Paper. id juga bekerja sama dg institusi finansial terkemuka di Indonesia seperti Modalku, Investree, dan Koinworks untuk produk terbaru mereka yaitu Paper Finance Solution. #BikinNagihDariRumah",2020-04-01,1,4,0,28,-1,0
paper id institusi finansial terkemuka indonesia modalku investree produk terbaru paper finance solution bikinnagihdarirumah,0.0,1.0,ibuknya_jaksa,"Paper. id juga bekerja sama dengan institusi finansial terkemuka di Indonesia seperti Modalku, Investree, dan Koinworks untuk produk terbaru mereka yaitu Paper Finance Solution
#BikinNagihDariRumah",2020-04-01,1,4,0,28,-1,0
paper id institusi finansial terkemuka indonesia modalku investree produk terbaru paper finance solution bikinnagihdarirumah,0.0,1.0,ibuknya_jaksa,"Paper. id juga bekerja sama dengan institusi finansial terkemuka di Indonesia seperti Modalku, Investree, dan Koinworks untuk produk terbaru mereka yaitu Paper Finance Solution
#BikinNagihDariRumah",2020-04-01,1,4,0,-1,-1,0
paper id institusi finansial terkemuka indonesia modalku investree produk terbaru paper finance solution bikinnagihdarirumah,0.0,1.0,ibuknya_jaksa,"Paper. id juga bekerja sama dengan institusi finansial terkemuka di Indonesia seperti Modalku, Investree, dan Koinworks untuk produk terbaru mereka yaitu Paper Finance Solution
#BikinNagihDariRumah",2020-04-01,1,4,0,-1,-1,0
eh iyaa paper id bekerjasama dg institusi finansial terkemuka indonesia lho modalku investree utk produk terbaru paper financial solution bikinnagihdarirumah,0.0,1.0,anggitadhr,"Eh iyaa, ternyata Paper. id juga bekerjasama dg Institusi Finansial terkemuka di Indonesia lho, seperti Modalku, Investree dan Koinworks utk produk terbaru mereka ""Paper Financial Solution"".

#BikinNagihDariRumah",2020-04-01,1,4,0,28,-1,0
paper id berkerja institusi finansial terkenal loh modalku investree membantu butuh tambahan modal usaha bisa nih tenang bunganya normal gak mencekik bikinnagihdarirumah,0.0,1.0,rianugros,"Paper. id ini juga berkerja sama dengan institusi finansial terkenal loh seperti Modalku, Investree dan Koinworks. Membantu sekali untuk kamu yang lagi butuh tambahan modal usaha bisa nih. Tenang bunganya normal kok gak mencekik.
#BikinNagihDariRumah",2020-04-01,0,4,0,-1,-1,0
ada kalah menarik produk terbaru paper id paper finance solution bekerjasam institusi finasial terkemuka modalku investree bikinnagihdarirumah,0.0,1.0,ceritaarni,"Ada lagi yang tak kalah menarik, produk terbaru dari paper. id adalah Paper Finance Solution yang bekerjasam dengan institusi finasial terkemuka seperti Modalku, Investree dan Koinworks #BikinNagihDariRumah",2020-04-01,1,4,0,28,-1,0
paper id bekerjasama fintech modalku investree produk terbaru paper finance solution bikinnagihdarirumah,0.0,1.0,irujr,"Paper. id juga bekerjasama dengan beberapa fintech seperti Modalku, Investree, dan Koinworks buat produk terbaru mereka, yaitu Paper Finance Solution #BikinNagihDariRumah",2020-04-01,1,4,0,-1,-1,0
berperang modal tenang paper id institusi financial terkemuka indonesia modalku tambahan dana bunga arus kas usaha lancar bikinnagihdarirumah,0.0,1.0,latifahkusuma7,"Buat yang berperang dengan modal, tenang dong, Paper. id bekerja sama dengan institusi financial terkemuka di Indonesia. Misalnya Modalku dan Koinworks yang memberikan tambahan dana tanpa bunga agar arus kas usaha makin lancar. #BikinNagihDariRumah",2020-04-01,0,4,0,-1,-1,0
apps finance modalku investree produk terbaru paper finance solution bikinnagihdarirumah,0.0,1.0,toekangkuliner,"Apps ini juga bekerja sama dengan beberapa finance seperti Modalku, Investree, dan Koinworks untuk produk terbaru mereka yaitu Paper Finance Solution #BikinNagihDariRumah",2020-04-01,1,4,0,-1,-1,0
mengirim email kemarin mngenai id produk peminjam tolong responnya dongg,0.0,1.0,riniast18182955,"@koinworks Saya mengirim email kemarin mngenai id produk peminjam, tolong responnya dongg",2020-03-31,0,0,0,-1,-1,0
dialoka,0.0,1.0,winerwin,dialoka koinworks,2020-03-30,0,4,0,-1,-1,0
pengajuan proses ya ujung ditolak mohon diperbaiki biar gak php,1.0,0.0,11gigolo11,@koinworks pengajuan dan proses lama sekali ya ujung ditolak mohon diperbaiki biar gak php,2020-03-28,0,0,0,-1,-1,0
serasa sangkar emas ya,0.0,1.0,nengtanti13,serasa di sangkar emas ya,2020-03-24,0,0,0,-1,-1,0
iya nih udah minggu dirumah mbak,0.0,1.0,dwi__puspita,"Iya nih, udah hampir 2 Minggu dirumah aja aku mbak..",2020-03-24,0,0,0,-1,-1,0
tolong cek dm ya,1.0,0.0,imamismail_,@koinworks tolong cek DM ya,2020-03-24,4,0,0,-1,-1,0
tolong cek dm ya,1.0,0.0,imamismail_,@koinworks tolong cek DM ya,2020-03-24,4,0,0,-1,-1,0
tolong cek dm ya,1.0,0.0,imamismail_,@koinworks tolong cek DM ya,2020-03-24,4,0,0,30,-1,0
iya teh dirumah udah minggu nyetock belanjaan,0.0,1.0,mutmuthea,"Iya teh, ini aja dirumah udah 2 minggu. Hanya keluar buat nyetock belanjaan saja",2020-03-24,0,0,0,-1,-1,0
iya sudah patuhi penyebaran virus tdk parah,0.0,1.0,folltag,"Iya, sudah seharusnya kita patuhi agar penyebaran virus tdk makin parah",2020-03-24,0,0,0,-1,-1,0
ada resikonya hidup pilihan,1.0,0.0,t2h_okti,Semua ada resikonya. Karena itu hidup adalah pilihan...,2020-03-24,0,0,0,-1,-1,0
bilang mba tegur lapor rt,1.0,0.0,lidbahaweres,Bilang aja mba. Tegur lapor RT,2020-03-24,0,0,0,-1,-1,0
yoiii,0.0,1.0,nengtanti13,yoiii,2020-03-24,0,4,0,-1,-1,0
iya teh jurusaku masuknya fakultas hukum jd lulus gelarnya sh,0.0,1.0,adsafha,"Iya teh, jurusaku masuknya fakultas hukum jd nanti waktu lulus gelarnya SH",2020-03-23,0,0,0,-1,-1,0
oalah,0.0,1.0,adsafha,Oalah,2020-03-23,0,0,0,-1,-1,0
anak fakultas hukum ada gerhana matahari postingnya foto gerhana wkwk,0.0,1.0,mita_salmaa,"Masa anak fakultas hukum, waktu ada gerhana matahari postingnya foto gerhana! Wkwk",2020-03-23,0,0,0,-1,-1,0
universitas semarang teh loh undip,0.0,1.0,adsafha,"Universitas semarang teh, loh dulu di undip?",2020-03-23,0,0,0,-1,-1,0
undip fakultas ekonomi jurusan bisnis management usm blm tau,0.0,1.0,mita_salmaa,"Aku undip, fakultas ekonomi
Jurusan bisnis management. 
Usm apa itu... ? Aku kok blm tau ?",2020-03-23,0,0,0,-1,-1,0
otw,0.0,1.0,adsafha,Otw,2020-03-23,0,0,0,-1,-1,0
pokoe ng urusan akutansi kr management gaiso bedake,0.0,1.0,adsafha,Aku pokoe ng urusan akutansi kr management gaiso bedake,2020-03-23,0,0,0,-1,-1,0
mantaps eh dirumah mati gaya ya kak,1.0,0.0,githasiwi,Mantaps eh dirumah aja bukan berarti mati gaya ya kak,2020-03-23,0,0,0,-1,-1,0
teteh ud rumah udh bberapa pdhl gatel pen nge mall,0.0,1.0,ginanelwan,"Siap teteh, aku ud di rumah aja udh bberapa hari ini pdhl gatel pen nge mall",2020-03-23,0,0,0,-1,-1,0
managemen teh,0.0,1.0,adsafha,Managemen teh,2020-03-23,0,0,0,-1,-1,0
lebay kak ya,1.0,0.0,yuk_ngegalau,Enggak lebay padahal kak ya...,2020-03-23,0,0,0,-1,-1,0
kota denganku berbeda kampus,0.0,1.0,adsafha,Satu kota denganku hanya berbeda kampus,2020-03-23,0,0,0,-1,-1,0
keluyuran ya teh,0.0,1.0,t2h_okti,Jangan keluyuran kalau tidak penting ya Teh...,2020-03-23,0,0,0,-1,-1,0
iyo meneh dosen seng nek ngetik mbingungi menungso,0.0,1.0,adsafha,"Iyo, meneh dosen seng nek ngetik mbingungi menungso",2020-03-23,0,0,0,-1,-1,0
kesel rebahan teros marakke penyakitan,0.0,1.0,adsafha,Kesel rebahan teros marakke penyakitan,2020-03-23,0,0,0,-1,-1,0
daku rumah teh sudah wfh minggu,0.0,1.0,fennibungsu,"Daku masih di rumah Teh, karena sudah WFH sejak Minggu lalu",2020-03-23,0,0,0,-1,-1,0
iya teh dirumahaja nahan utk ga pergi kalo gak biar wabah cepat,0.0,1.0,shyntako,"Iya teh aku juga #dirumahaja nahan diri utk ga pergi kalo gak penting banget, biar wabah ini cepat berlalu",2020-03-23,0,0,0,-1,-1,0
situasi ikuti peraturan ada,0.0,1.0,fenniuncu,"Situasi seperti ini, hendaknya memang ikuti peraturan yang ada",2020-03-23,0,0,0,-1,-1,0
iya mending dirumahaja berkreativitas istirahat,0.0,1.0,ramdeny_id,Iya mending #DirumahAja berkreativitas dan istirahat,2020-03-23,0,0,0,-1,-1,0
gak pembawa virus ya suspect ada bergejala,0.0,1.0,t2h_okti,Kita gak tahu pembawa virus yg mana ya. Sementara yg suspect aja ada yg tidak bergejala,2020-03-23,0,0,0,-1,-1,0
ok,0.0,1.0,adsafha,Ok,2020-03-23,3,0,0,-1,-1,0
bener beruntung bisa kerja belajar rumah tinggal disuruh diem disuruh maju medan perang,0.0,1.0,april_hamsa,"Bener, beruntung banget yang masih bisa kerja dan belajar dari rumah. Kalian tinggal disuruh diem aja kok, bukan disuruh maju ke medan perang.",2020-03-23,0,0,0,-1,-1,0
mbak semoga terjaga wabah ya aamiin,1.0,0.0,t2h_okti,Betul Mbak. Semoga kita semua terjaga dari wabah ini ya. Aamiin...,2020-03-23,0,0,0,-1,-1,0
iya semoga lekas mimin galau nih,0.0,1.0,yuk_ngegalau,"Iya, semoga lekas berakhir, mimin jadi galau lagi nih.",2020-03-23,0,0,0,-1,-1,0
iya mari lanjutkan budaya,0.0,1.0,yuk_ngegalau,"Iya, mari kita lanjutkan budaya baik ini.",2020-03-23,0,0,0,-1,-1,0
namaste hihi,0.0,1.0,yuk_ngegalau,"Namaste~~ 

Hihi",2020-03-23,0,0,0,-1,-1,0
salut,0.0,1.0,haitiaratia,"Wah, saya ikut salut.",2020-03-23,0,0,0,-1,-1,0
kerennyaaa,0.0,1.0,xalowerz,Kerennyaaa,2020-03-23,0,0,0,-1,-1,0
produktif rumah,0.0,1.0,hgfdpoiy,"Aku juga tetap produktif dong, walau di rumah aja.",2020-03-23,0,0,0,-1,-1,0
halo min nanya login susah ya otp masuk sms registrasi upload ktp gagal berulang kali coba,1.0,0.0,justidhania,"@koinworks halo min, mau nanya kenapa untuk login susah sekali ya, otp tidak masuk sms. Dan saat registrasi untuk upload ktp gagal terus berulang kali coba",2020-03-23,0,0,0,-1,-1,0
mari dukung sebarkan,0.0,1.0,dodon_jerry,Mari kita dukung dan sebarkan semuanya,2020-03-23,0,0,0,-1,-1,0
kudu sukseskan pemutusan mata rantai corona,0.0,1.0,dodon_jerry,Kudu banget kita sukseskan pemutusan mata rantai corona ini,2020-03-23,0,4,0,-1,-1,0
mari dirumah,0.0,1.0,dodon_jerry,Baik... Mari sama sama dirumah saja,2020-03-23,0,0,0,-1,-1,0
susahnya coba berdiam dirumah semoga bisa cepat bikin billboardnya,0.0,1.0,temanjalanmakan,Apa susahnya coba berdiam diri dirumah. Semoga semua bisa cepat berlalu. Bikin lebih banyak lagi billboardnya @koinworks,2020-03-23,0,0,0,-1,-1,0
mari dirumah thanks udah bikin billboard gede,0.0,1.0,vigorfoodcourt,Mari kita sama sama dirumah aja. Thanks @koinworks udah bikin billboard gede,2020-03-23,0,0,0,-1,-1,0
ayo dukung hentikan penyebaran virus corona rumah,0.0,1.0,gemarmembacaid,Ayo sama sama kita dukung dan hentikan penyebaran virus corona di rumah saja,2020-03-23,0,0,0,-1,-1,0
kak min setuju sudah ngingetin,0.0,1.0,dodon_jerry,Betul kak min... Aku setuju banget. Banyak pihak sudah ngingetin,2020-03-23,0,0,0,-1,-1,0
ayok dukung pemerintah tinggal dirumah keras kepala,0.0,1.0,dodon_jerry,Ayok dukung pemerintah dengan tinggal dirumah aja. Jangan keras kepala,2020-03-23,0,0,0,-1,-1,0
heraaaannn ada orang berkumpul ngga takut terinfeksisama,1.0,0.0,dodon_jerry,Heraaaannn.... Masih aja ada aja orang yang berkumpul. Ngga takut terinfeksisama sekali,2020-03-23,0,0,0,-1,-1,0
kudu anjuran pemerintah rumah ngga ada urusan,0.0,1.0,dodon_jerry,Kudu ikut anjuran pemerintah... Di rumah aja kalau ngga ada urusan penting,2020-03-23,0,0,0,-1,-1,0
ok terima kasih,1.0,0.0,jayakabajay,Ok. Terima kasih.,2020-03-23,3,0,0,-1,-1,0
ayooo penduduk indonesia ikuti anjuran pemerintah sudah lhoooo ngingatin,0.0,1.0,pontianakpagi,Ayooo semua penduduk Indonesia. Kita ikuti anjuran pemerintah. @koinworks sudah baik lhoooo mau ngingatin,2020-03-23,0,4,0,-1,-1,0
ya sudah ayuk kaum rebahan ikuti sesuai instruksi pemerintah bersyukur,0.0,1.0,tkangjalanjajan,Ya sudah.. ayuk jadi kaum rebahan.. kita sama sama ikuti sesuai instruksi pemerintah. Bersyukur diingatkan @koinworks,2020-03-23,0,0,0,-1,-1,0
masyarakat kudu bijak tinggal dirumah udah dianjurin susahnya sih heran,0.0,1.0,pontifoodfest2,Masyarakat kudu bijak. Tinggal dirumah aja. Udah dianjurin @koinworks apa susahnya sih? Heran!,2020-03-23,0,0,0,-1,-1,0
sudah gini emamg kudu ngucapin thanks ama,0.0,1.0,makanenak18,Kalau sudah diingatkan gini emamg kudu ngucapin thanks ama @koinworks .....,2020-03-23,0,0,0,-1,-1,0
ga bosen rumah besok udah bosen rencananya bergaya ootd poto poto,0.0,1.0,dianravi,Ga bosen kok. Masih banyak yg harus dilakukan di rumah. Besok kalau udah mulai bosen rencananya mau bergaya ootd dan poto poto,2020-03-23,0,0,0,-1,-1,0
kalo liat produk udah danai sih,0.0,1.0,jayakabajay,@koinworks kalo mau liat produk yang udah kita danai di mana sih di app?,2020-03-23,0,0,0,-1,-1,0
email tweet dibales nih,0.0,1.0,nathanwod,@koinworks email dan tweet saya belum dibales nih 3 hari,2020-03-23,0,0,0,-1,-1,0
sekreatif,0.0,1.0,ayy_only,Sekreatif itu memang koinworks,2020-03-23,0,0,0,-1,-1,0
emang kreatif patut apresiasi positif pokoknya btw dirumahaja amam skrg mah,0.0,1.0,ayy_only,Emang KoinWorks kreatif. Patut di apresiasi positif pokoknya. Btw #DiRumahAja paling amam skrg mah,2020-03-23,0,0,0,-1,-1,0
kasitau sav,0.0,1.0,adsafha,Kasitau sav,2020-03-22,0,0,0,-1,-1,0
sav,0.0,1.0,adsafha,Betul sav,2020-03-22,0,0,0,-1,-1,0
abis lebaran kak konsernya,0.0,1.0,adsafha,Abis lebaran kak konsernya,2020-03-22,0,0,0,-1,-1,0
sip,0.0,1.0,adsafha,Sip,2020-03-22,3,0,0,-1,-1,0
heeh w bilangin ibonk,0.0,1.0,adsafha,Heeh w bilangin ibonk,2020-03-22,0,0,0,-1,-1,0
aamiin ya allah,1.0,0.0,adsafha,Aamiin ya Allah,2020-03-22,0,0,0,-1,-1,0
ndang pasang kun ngarep omah,0.0,1.0,adsafha,Ndang pasang kun ngarep omah,2020-03-22,0,0,0,-1,-1,0
jgn bandel,0.0,1.0,adsafha,Jgn bandel,2020-03-22,0,0,0,-1,-1,0
hehe,0.0,1.0,adsafha,Hehe,2020-03-22,0,0,0,-1,-1,0
anak rumahan,0.0,1.0,adsafha,Anak rumahan,2020-03-22,0,4,0,-1,-1,0
dirumah jomblo,0.0,1.0,daffahs23,"Dirumah aja, jomblo",2020-03-22,0,0,0,-1,-1,0
mantep bgttt sat,0.0,1.0,tsnvtlolii,Mantep bgttt sat,2020-03-22,0,0,0,-1,-1,0
salut liat billboard menghimbau masyarakat dirumahaja jaga panik menghindari terinveksinya virus corona gerakansocialdistancing,0.0,1.0,hasyimarr,Salut banget liat billboard dari @koinworks selalu mengingatkan dan menghimbau masyarakat. Agar kita #DirumahAja tetap jaga diri dan tidak panik untuk menghindari terinveksinya virus corona. #GerakanSocialDistancing,2020-03-22,0,4,0,-1,-1,0
iya billboard pas,0.0,1.0,bukanisol,"Iya tetap itu, makanya billboard KoinWorks ini pas banget",2020-03-22,0,0,0,-1,-1,0
mw kak,0.0,1.0,nanakimiko___,Mw kak,2020-03-22,0,0,0,-1,-1,0
ekhem,0.0,1.0,julianmj_,Ekhem,2020-03-22,0,0,0,-1,-1,0
emang bener dirunahaja,0.0,1.0,sofiafdd_,Emang paling bener #DiRunahAja,2020-03-22,0,0,0,-1,-1,0
iya diviralin kak mengedukasi masyarakat cinta deh semoga brand ikutan yaaa,0.0,1.0,bukanisol,"Iya, harus banget yang seperti ini diviralin kak.... Karena memang mengedukasi untuk masyarakat umum, makin cinta sama KoinWorks deh, semoga brand lain pada ikutan juga yaaa",2020-03-22,0,0,0,-1,-1,0
kaya,0.0,1.0,an_carlile88,Sama Kaya Aku,2020-03-22,0,0,0,-1,-1,0
